Rep,Group,PopSpecies,PhenotypeSpecies,PhenotypeCageSpecies,PopNumber,numFlies,rep2,rep,trays,maxFlies,meanFlies,normFlies,date,val,date2,line
T4.TX,3,Turritus,T,Tested on Turritus,4,21,T4,X,6,8,3.5,3.5,X13.Feb,0,13.Feb,T4.TX 3
T4.TY,3,Turritus,T,Tested on Turritus,4,20,T4,Y,6,6,3.33333333333333,3.33333333333333,X13.Feb,0,13.Feb,T4.TY 3
B3.BX,4,Barbarea,B,Tested on Barbarea,3,38,B3,X,6,17,7.6,6.33333333333333,X13.Feb,12,13.Feb,B3.BX 4
B3.BY,4,Barbarea,B,Tested on Barbarea,3,9,B3,Y,5,7,1.8,1.8,X13.Feb,7,13.Feb,B3.BY 4
B3.MX,4,Barbarea,B,Tested on Mixture,3,13,B3,X,6,6,2.6,2.16666666666667,X13.Feb,3,13.Feb,B3.MX 4
B3.MY,4,Barbarea,T,Tested on Mixture,3,32,B3,Y,6,12,5.33333333333333,5.33333333333333,X13.Feb,0,13.Feb,B3.MY 4
B3.TY,4,Barbarea,T,Tested on Turritus,3,5,B3,Y,5,3,0.833333333333333,1,X13.Feb,0,13.Feb,B3.TY 4
B4.BX,4,Barbarea,B,Tested on Barbarea,4,19,B4,X,6,7,3.8,3.16666666666667,X13.Feb,6,13.Feb,B4.BX 4
B4.BY,4,Barbarea,B,Tested on Barbarea,4,8,B4,Y,6,3,1.33333333333333,1.33333333333333,X13.Feb,3,13.Feb,B4.BY 4
B4.MX,4,Barbarea,T,Tested on Mixture,4,9,B4,X,6,3,1.28571428571429,1.5,X13.Feb,0,13.Feb,B4.MX 4
B4.MY,4,Barbarea,T,Tested on Mixture,4,34,B4,Y,5,17,4.85714285714286,6.8,X13.Feb,0,13.Feb,B4.MY 4
B4.TX,4,Barbarea,T,Tested on Turritus,4,19,B4,X,6,11,2.71428571428571,3.16666666666667,X13.Feb,0,13.Feb,B4.TX 4
B4.TY,4,Barbarea,T,Tested on Turritus,4,2,B4,Y,6,1,0.333333333333333,0.333333333333333,X13.Feb,0,13.Feb,B4.TY 4
M3.BX,4,Mixture,B,Tested on Barbarea,3,19,M3,X,5,9,3.8,3.8,X13.Feb,2,13.Feb,M3.BX 4
M3.BY,4,Mixture,B,Tested on Barbarea,3,8,M3,Y,6,3,1.33333333333333,1.33333333333333,X13.Feb,3,13.Feb,M3.BY 4
M3.MX,4,Mixture,T,Tested on Mixture,3,11,M3,X,4,5,1.83333333333333,2.75,X13.Feb,0,13.Feb,M3.MX 4
M3.TX,4,Mixture,T,Tested on Turritus,3,21,M3,X,6,8,3.5,3.5,X13.Feb,0,13.Feb,M3.TX 4
M3.TY,4,Mixture,T,Tested on Turritus,3,7,M3,Y,5,2,1,1.4,X13.Feb,0,13.Feb,M3.TY 4
M4.BX,4,Mixture,B,Tested on Barbarea,4,24,M4,X,5,10,4.8,4.8,X13.Feb,8,13.Feb,M4.BX 4
M4.BY,4,Mixture,B,Tested on Barbarea,4,18,M4,Y,6,7,3.6,3,X13.Feb,7,13.Feb,M4.BY 4
M4.MX,4,Mixture,T,Tested on Mixture,4,13,M4,X,5,4,1.85714285714286,2.6,X13.Feb,0,13.Feb,M4.MX 4
M4.MY,4,Mixture,B,Tested on Mixture,4,3,M4,Y,5,2,0.6,0.6,X13.Feb,1,13.Feb,M4.MY 4
M4.TX,4,Mixture,T,Tested on Turritus,4,11,M4,X,5,5,1.57142857142857,2.2,X13.Feb,0,13.Feb,M4.TX 4
M4.TY,4,Mixture,T,Tested on Turritus,4,10,M4,Y,6,3,1.66666666666667,1.66666666666667,X13.Feb,0,13.Feb,M4.TY 4
T3.BX,4,Turritus,B,Tested on Barbarea,3,8,T3,X,6,4,1.6,1.33333333333333,X13.Feb,4,13.Feb,T3.BX 4
T3.BY,4,Turritus,B,Tested on Barbarea,3,14,T3,Y,6,5,2.8,2.33333333333333,X13.Feb,5,13.Feb,T3.BY 4
T3.MX,4,Turritus,B,Tested on Mixture,3,10,T3,X,6,4,1.66666666666667,1.66666666666667,X13.Feb,3,13.Feb,T3.MX 4
T3.MY,4,Turritus,B,Tested on Mixture,3,9,T3,Y,6,5,1.8,1.5,X13.Feb,4,13.Feb,T3.MY 4
T3.TX,4,Turritus,T,Tested on Turritus,3,11,T3,X,6,6,1.57142857142857,1.83333333333333,X13.Feb,0,13.Feb,T3.TX 4
T3.TY,4,Turritus,T,Tested on Turritus,3,19,T3,Y,6,9,3.16666666666667,3.16666666666667,X13.Feb,2,13.Feb,T3.TY 4
T4.BX,4,Turritus,B,Tested on Barbarea,4,33,T4,X,6,12,4.71428571428571,5.5,X13.Feb,12,13.Feb,T4.BX 4
T4.BY,4,Turritus,B,Tested on Barbarea,4,13,T4,Y,6,6,2.6,2.16666666666667,X13.Feb,3,13.Feb,T4.BY 4
T4.MX,4,Turritus,T,Tested on Mixture,4,21,T4,X,6,9,3.5,3.5,X13.Feb,1,13.Feb,T4.MX 4
T4.MY,4,Turritus,T,Tested on Mixture,4,31,T4,Y,6,15,4.42857142857143,5.16666666666667,X13.Feb,0,13.Feb,T4.MY 4
T4.TX,4,Turritus,T,Tested on Turritus,4,7,T4,X,6,5,1.16666666666667,1.16666666666667,X13.Feb,0,13.Feb,T4.TX 4
T4.TY,4,Turritus,T,Tested on Turritus,4,14,T4,Y,6,7,2.33333333333333,2.33333333333333,X13.Feb,0,13.Feb,T4.TY 4
B3.BX,5,Barbarea,B,Tested on Barbarea,3,6,B3,X,6,4,1.2,1,X13.Feb,0,13.Feb,B3.BX 5
B3.BY,5,Barbarea,B,Tested on Barbarea,3,11,B3,Y,5,6,2.2,2.2,X13.Feb,2,13.Feb,B3.BY 5
B3.MX,5,Barbarea,T,Tested on Mixture,3,3,B3,X,6,2,0.5,0.5,X13.Feb,0,13.Feb,B3.MX 5
B3.MY,5,Barbarea,B,Tested on Mixture,3,31,B3,Y,6,17,6.2,5.16666666666667,X13.Feb,8,13.Feb,B3.MY 5
B3.TX,5,Barbarea,T,Tested on Turritus,3,17,B3,X,5,7,2.42857142857143,3.4,X13.Feb,0,13.Feb,B3.TX 5
B3.TY,5,Barbarea,T,Tested on Turritus,3,12,B3,Y,5,6,2,2.4,X13.Feb,4,13.Feb,B3.TY 5
B4.BX,5,Barbarea,B,Tested on Barbarea,4,13,B4,X,6,6,2.6,2.16666666666667,X13.Feb,3,13.Feb,B4.BX 5
B4.BY,5,Barbarea,B,Tested on Barbarea,4,11,B4,Y,6,4,1.83333333333333,1.83333333333333,X13.Feb,4,13.Feb,B4.BY 5
B4.MX,5,Barbarea,B,Tested on Mixture,4,7,B4,X,6,4,1.4,1.16666666666667,X13.Feb,2,13.Feb,B4.MX 5
B4.MY,5,Barbarea,B,Tested on Mixture,4,2,B4,Y,5,2,0.4,0.4,X13.Feb,0,13.Feb,B4.MY 5
B4.TX,5,Barbarea,T,Tested on Turritus,4,6,B4,X,6,4,1,1,X13.Feb,0,13.Feb,B4.TX 5
B4.TY,5,Barbarea,T,Tested on Turritus,4,4,B4,Y,6,4,0.666666666666667,0.666666666666667,X13.Feb,0,13.Feb,B4.TY 5
M3.BX,5,Mixture,B,Tested on Barbarea,3,8,M3,X,5,3,1.6,1.6,X13.Feb,1,13.Feb,M3.BX 5
M3.BY,5,Mixture,B,Tested on Barbarea,3,11,M3,Y,6,4,1.83333333333333,1.83333333333333,X13.Feb,2,13.Feb,M3.BY 5
M3.TX,5,Mixture,T,Tested on Turritus,3,7,M3,X,6,4,1,1.16666666666667,X13.Feb,0,13.Feb,M3.TX 5
M3.TY,5,Mixture,T,Tested on Turritus,3,18,M3,Y,5,8,3,3.6,X13.Feb,0,13.Feb,M3.TY 5
M4.BY,5,Mixture,B,Tested on Barbarea,4,9,M4,Y,6,5,1.8,1.5,X13.Feb,0,13.Feb,M4.BY 5
M4.MY,5,Mixture,T,Tested on Mixture,4,7,M4,Y,5,5,1.16666666666667,1.4,X13.Feb,0,13.Feb,M4.MY 5
M4.TX,5,Mixture,T,Tested on Turritus,4,19,M4,X,5,9,2.71428571428571,3.8,X13.Feb,0,13.Feb,M4.TX 5
M4.TY,5,Mixture,T,Tested on Turritus,4,44,M4,Y,6,18,6.28571428571429,7.33333333333333,X13.Feb,0,13.Feb,M4.TY 5
T3.BX,5,Turritus,B,Tested on Barbarea,3,3,T3,X,6,2,0.6,0.5,X13.Feb,0,13.Feb,T3.BX 5
T3.BY,5,Turritus,B,Tested on Barbarea,3,7,T3,Y,6,4,1.4,1.16666666666667,X13.Feb,1,13.Feb,T3.BY 5
T3.MX,5,Turritus,T,Tested on Mixture,3,13,T3,X,6,6,2.16666666666667,2.16666666666667,X13.Feb,0,13.Feb,T3.MX 5
T3.MY,5,Turritus,T,Tested on Mixture,3,9,T3,Y,6,4,1.28571428571429,1.5,X13.Feb,0,13.Feb,T3.MY 5
T3.TX,5,Turritus,T,Tested on Turritus,3,25,T3,X,6,8,3.57142857142857,4.16666666666667,X13.Feb,8,13.Feb,T3.TX 5
T3.TY,5,Turritus,T,Tested on Turritus,3,14,T3,Y,6,6,2,2.33333333333333,X13.Feb,0,13.Feb,T3.TY 5
T4.BX,5,Turritus,B,Tested on Barbarea,4,12,T4,X,6,6,2,2,X13.Feb,6,13.Feb,T4.BX 5
T4.BY,5,Turritus,B,Tested on Barbarea,4,10,T4,Y,6,3,1.66666666666667,1.66666666666667,X13.Feb,1,13.Feb,T4.BY 5
T4.MX,5,Turritus,T,Tested on Mixture,4,5,T4,X,6,2,0.714285714285714,0.833333333333333,X13.Feb,0,13.Feb,T4.MX 5
T4.MY,5,Turritus,B,Tested on Mixture,4,23,T4,Y,6,7,3.83333333333333,3.83333333333333,X13.Feb,7,13.Feb,T4.MY 5
T4.TX,5,Turritus,T,Tested on Turritus,4,12,T4,X,6,7,1.71428571428571,2,X13.Feb,0,13.Feb,T4.TX 5
T4.TY,5,Turritus,T,Tested on Turritus,4,24,T4,Y,6,10,3.42857142857143,4,X13.Feb,0,13.Feb,T4.TY 5
B3.BX,6,Barbarea,B,Tested on Barbarea,3,16,B3,X,6,4,2.66666666666667,2.66666666666667,X13.Feb,1,13.Feb,B3.BX 6
B3.BY,6,Barbarea,B,Tested on Barbarea,3,12,B3,Y,5,7,2,2.4,X13.Feb,1,13.Feb,B3.BY 6
B3.MX,6,Barbarea,B,Tested on Mixture,3,11,B3,X,6,4,2.2,1.83333333333333,X13.Feb,4,13.Feb,B3.MX 6
B3.MY,6,Barbarea,T,Tested on Mixture,3,20,B3,Y,6,9,2.85714285714286,3.33333333333333,X13.Feb,0,13.Feb,B3.MY 6
B3.TX,6,Barbarea,T,Tested on Turritus,3,12,B3,X,5,6,2,2.4,X13.Feb,0,13.Feb,B3.TX 6
B4.BX,6,Barbarea,B,Tested on Barbarea,4,34,B4,X,6,15,5.66666666666667,5.66666666666667,X13.Feb,5,13.Feb,B4.BX 6
B4.BY,6,Barbarea,B,Tested on Barbarea,4,18,B4,Y,6,6,3,3,X13.Feb,0,13.Feb,B4.BY 6
B4.MX,6,Barbarea,T,Tested on Mixture,4,12,B4,X,6,6,2,2,X13.Feb,0,13.Feb,B4.MX 6
B4.MY,6,Barbarea,T,Tested on Mixture,4,11,B4,Y,5,4,1.57142857142857,2.2,X13.Feb,0,13.Feb,B4.MY 6
B4.TX,6,Barbarea,T,Tested on Turritus,4,2,B4,X,6,1,0.333333333333333,0.333333333333333,X13.Feb,0,13.Feb,B4.TX 6
B4.TY,6,Barbarea,T,Tested on Turritus,4,4,B4,Y,6,4,0.666666666666667,0.666666666666667,X13.Feb,0,13.Feb,B4.TY 6
M3.BX,6,Mixture,B,Tested on Barbarea,3,7,M3,X,5,5,1.4,1.4,X13.Feb,1,13.Feb,M3.BX 6
M3.BY,6,Mixture,B,Tested on Barbarea,3,24,M3,Y,6,12,4.8,4,X13.Feb,3,13.Feb,M3.BY 6
M3.MX,6,Mixture,T,Tested on Mixture,3,31,M3,X,4,17,4.42857142857143,7.75,X13.Feb,0,13.Feb,M3.MX 6
M3.TX,6,Mixture,T,Tested on Turritus,3,3,M3,X,6,1,0.428571428571429,0.5,X13.Feb,0,13.Feb,M3.TX 6
M3.TY,6,Mixture,T,Tested on Turritus,3,5,M3,Y,5,3,0.833333333333333,1,X13.Feb,0,13.Feb,M3.TY 6
M4.BX,6,Mixture,B,Tested on Barbarea,4,27,M4,X,5,15,4.5,5.4,X13.Feb,4,13.Feb,M4.BX 6
M4.BY,6,Mixture,B,Tested on Barbarea,4,12,M4,Y,6,3,2,2,X13.Feb,3,13.Feb,M4.BY 6
M4.MX,6,Mixture,T,Tested on Mixture,4,9,M4,X,5,5,1.28571428571429,1.8,X13.Feb,0,13.Feb,M4.MX 6
M4.TY,6,Mixture,T,Tested on Turritus,4,3,M4,Y,6,2,0.5,0.5,X13.Feb,0,13.Feb,M4.TY 6
T3.BX,6,Turritus,B,Tested on Barbarea,3,12,T3,X,6,5,2,2,X13.Feb,3,13.Feb,T3.BX 6
T3.BY,6,Turritus,B,Tested on Barbarea,3,7,T3,Y,6,4,1.4,1.16666666666667,X13.Feb,0,13.Feb,T3.BY 6
T3.MX,6,Turritus,B,Tested on Mixture,3,6,T3,X,6,3,1,1,X13.Feb,2,13.Feb,T3.MX 6
T3.MY,6,Turritus,B,Tested on Mixture,3,2,T3,Y,6,1,0.4,0.333333333333333,X13.Feb,0,13.Feb,T3.MY 6
T3.TX,6,Turritus,T,Tested on Turritus,3,12,T3,X,6,5,2,2,X13.Feb,0,13.Feb,T3.TX 6
T3.TY,6,Turritus,T,Tested on Turritus,3,8,T3,Y,6,5,1.33333333333333,1.33333333333333,X13.Feb,0,13.Feb,T3.TY 6
T4.BX,6,Turritus,B,Tested on Barbarea,4,2,T4,X,6,1,0.333333333333333,0.333333333333333,X13.Feb,0,13.Feb,T4.BX 6
T4.BY,6,Turritus,B,Tested on Barbarea,4,6,T4,Y,6,2,1,1,X13.Feb,0,13.Feb,T4.BY 6
T4.MX,6,Turritus,B,Tested on Mixture,4,18,T4,X,6,7,3,3,X13.Feb,3,13.Feb,T4.MX 6
T4.MY,6,Turritus,T,Tested on Mixture,4,9,T4,Y,6,3,1.28571428571429,1.5,X13.Feb,0,13.Feb,T4.MY 6
T4.TX,6,Turritus,T,Tested on Turritus,4,21,T4,X,6,14,3.5,3.5,X13.Feb,0,13.Feb,T4.TX 6
T4.TY,6,Turritus,T,Tested on Turritus,4,5,T4,Y,6,2,0.833333333333333,0.833333333333333,X13.Feb,0,13.Feb,T4.TY 6
B3.BX,1,Barbarea,B,Tested on Barbarea,3,13,B3,X,6,8,2.6,2.16666666666667,X14.Feb,8,14.Feb,B3.BX 1
B3.BY,1,Barbarea,B,Tested on Barbarea,3,5,B3,Y,5,2,1,1,X14.Feb,2,14.Feb,B3.BY 1
B3.MX,1,Barbarea,T,Tested on Mixture,3,19,B3,X,6,9,3.16666666666667,3.16666666666667,X14.Feb,2,14.Feb,B3.MX 1
B3.MY,1,Barbarea,B,Tested on Mixture,3,5,B3,Y,6,2,0.833333333333333,0.833333333333333,X14.Feb,2,14.Feb,B3.MY 1
B3.TX,1,Barbarea,T,Tested on Turritus,3,7,B3,X,5,4,1.16666666666667,1.4,X14.Feb,0,14.Feb,B3.TX 1
B3.TY,1,Barbarea,T,Tested on Turritus,3,7,B3,Y,5,2,1.16666666666667,1.4,X14.Feb,0,14.Feb,B3.TY 1
B4.BX,1,Barbarea,B,Tested on Barbarea,4,27,B4,X,6,12,5.4,4.5,X14.Feb,12,14.Feb,B4.BX 1
B4.BY,1,Barbarea,B,Tested on Barbarea,4,11,B4,Y,6,3,1.57142857142857,1.83333333333333,X14.Feb,3,14.Feb,B4.BY 1
B4.MX,1,Barbarea,B,Tested on Mixture,4,2,B4,X,6,2,0.4,0.333333333333333,X14.Feb,0,14.Feb,B4.MX 1
B4.MY,1,Barbarea,B,Tested on Mixture,4,26,B4,Y,5,9,4.33333333333333,5.2,X14.Feb,9,14.Feb,B4.MY 1
B4.TX,1,Barbarea,T,Tested on Turritus,4,5,B4,X,6,3,0.833333333333333,0.833333333333333,X14.Feb,0,14.Feb,B4.TX 1
B4.TY,1,Barbarea,T,Tested on Turritus,4,2,B4,Y,6,2,0.333333333333333,0.333333333333333,X14.Feb,0,14.Feb,B4.TY 1
M3.BX,1,Mixture,B,Tested on Barbarea,3,4,M3,X,5,2,0.666666666666667,0.8,X14.Feb,0,14.Feb,M3.BX 1
M3.BY,1,Mixture,B,Tested on Barbarea,3,10,M3,Y,6,4,1.66666666666667,1.66666666666667,X14.Feb,2,14.Feb,M3.BY 1
M3.MX,1,Mixture,T,Tested on Mixture,3,20,M3,X,4,7,2.85714285714286,5,X14.Feb,0,14.Feb,M3.MX 1
M3.MY,1,Mixture,T,Tested on Mixture,3,21,M3,Y,3,7,3,7,X14.Feb,1,14.Feb,M3.MY 1
M3.TX,1,Mixture,T,Tested on Turritus,3,14,M3,X,6,5,2,2.33333333333333,X14.Feb,1,14.Feb,M3.TX 1
M3.TY,1,Mixture,T,Tested on Turritus,3,28,M3,Y,5,9,4,5.6,X14.Feb,2,14.Feb,M3.TY 1
M4.BX,1,Mixture,B,Tested on Barbarea,4,31,M4,X,5,11,4.42857142857143,6.2,X14.Feb,11,14.Feb,M4.BX 1
M4.BY,1,Mixture,B,Tested on Barbarea,4,23,M4,Y,6,12,3.83333333333333,3.83333333333333,X14.Feb,12,14.Feb,M4.BY 1
M4.MX,1,Mixture,B,Tested on Mixture,4,4,M4,X,5,2,0.666666666666667,0.8,X14.Feb,0,14.Feb,M4.MX 1
M4.MY,1,Mixture,T,Tested on Mixture,4,20,M4,Y,5,8,2.85714285714286,4,X14.Feb,0,14.Feb,M4.MY 1
M4.TX,1,Mixture,T,Tested on Turritus,4,12,M4,X,5,6,1.71428571428571,2.4,X14.Feb,0,14.Feb,M4.TX 1
M4.TY,1,Mixture,T,Tested on Turritus,4,4,M4,Y,6,2,0.666666666666667,0.666666666666667,X14.Feb,0,14.Feb,M4.TY 1
T3.BX,1,Turritus,B,Tested on Barbarea,3,2,T3,X,6,1,0.4,0.333333333333333,X14.Feb,0,14.Feb,T3.BX 1
T3.BY,1,Turritus,B,Tested on Barbarea,3,12,T3,Y,6,3,2,2,X14.Feb,3,14.Feb,T3.BY 1
T3.MX,1,Turritus,T,Tested on Mixture,3,14,T3,X,6,8,2.33333333333333,2.33333333333333,X14.Feb,0,14.Feb,T3.MX 1
T3.MY,1,Turritus,T,Tested on Mixture,3,30,T3,Y,6,9,3.75,5,X14.Feb,0,14.Feb,T3.MY 1
T3.TX,1,Turritus,T,Tested on Turritus,3,9,T3,X,6,4,1.28571428571429,1.5,X14.Feb,0,14.Feb,T3.TX 1
T3.TY,1,Turritus,T,Tested on Turritus,3,22,T3,Y,6,7,3.66666666666667,3.66666666666667,X14.Feb,0,14.Feb,T3.TY 1
T4.BX,1,Turritus,B,Tested on Barbarea,4,23,T4,X,6,12,3.83333333333333,3.83333333333333,X14.Feb,4,14.Feb,T4.BX 1
T4.BY,1,Turritus,B,Tested on Barbarea,4,11,T4,Y,6,4,1.83333333333333,1.83333333333333,X14.Feb,4,14.Feb,T4.BY 1
T4.MX,1,Turritus,B,Tested on Mixture,4,19,T4,X,6,11,3.16666666666667,3.16666666666667,X14.Feb,6,14.Feb,T4.MX 1
T4.MY,1,Turritus,B,Tested on Mixture,4,4,T4,Y,6,2,0.8,0.666666666666667,X14.Feb,2,14.Feb,T4.MY 1
T4.TX,1,Turritus,T,Tested on Turritus,4,40,T4,X,6,18,5.71428571428571,6.66666666666667,X14.Feb,1,14.Feb,T4.TX 1
T4.TY,1,Turritus,T,Tested on Turritus,4,17,T4,Y,6,9,2.83333333333333,2.83333333333333,X14.Feb,0,14.Feb,T4.TY 1
B3.BX,2,Barbarea,B,Tested on Barbarea,3,29,B3,X,6,15,4.83333333333333,4.83333333333333,X14.Feb,10,14.Feb,B3.BX 2
B3.BY,2,Barbarea,B,Tested on Barbarea,3,24,B3,Y,5,6,3.42857142857143,4.8,X14.Feb,6,14.Feb,B3.BY 2
B3.MX,2,Barbarea,B,Tested on Mixture,3,12,B3,X,6,4,2,2,X14.Feb,4,14.Feb,B3.MX 2
B3.MY,2,Barbarea,T,Tested on Mixture,3,28,B3,Y,6,9,4,4.66666666666667,X14.Feb,0,14.Feb,B3.MY 2
B3.TX,2,Barbarea,T,Tested on Turritus,3,28,B3,X,5,8,4,5.6,X14.Feb,2,14.Feb,B3.TX 2
B3.TY,2,Barbarea,T,Tested on Turritus,3,30,B3,Y,5,14,4.28571428571429,6,X14.Feb,2,14.Feb,B3.TY 2
B4.BX,2,Barbarea,B,Tested on Barbarea,4,20,B4,X,6,13,3.33333333333333,3.33333333333333,X14.Feb,13,14.Feb,B4.BX 2
B4.BY,2,Barbarea,B,Tested on Barbarea,4,18,B4,Y,6,10,3,3,X14.Feb,3,14.Feb,B4.BY 2
B4.MX,2,Barbarea,T,Tested on Mixture,4,4,B4,X,6,3,0.571428571428571,0.666666666666667,X14.Feb,0,14.Feb,B4.MX 2
B4.MY,2,Barbarea,T,Tested on Mixture,4,27,B4,Y,5,8,3.85714285714286,5.4,X14.Feb,2,14.Feb,B4.MY 2
B4.TX,2,Barbarea,T,Tested on Turritus,4,14,B4,X,6,4,2.33333333333333,2.33333333333333,X14.Feb,2,14.Feb,B4.TX 2
B4.TY,2,Barbarea,T,Tested on Turritus,4,4,B4,Y,6,2,0.666666666666667,0.666666666666667,X14.Feb,0,14.Feb,B4.TY 2
M3.BY,2,Mixture,B,Tested on Barbarea,3,19,M3,Y,6,12,3.16666666666667,3.16666666666667,X14.Feb,12,14.Feb,M3.BY 2
M3.MX,2,Mixture,B,Tested on Mixture,3,11,M3,X,4,6,1.83333333333333,2.75,X14.Feb,6,14.Feb,M3.MX 2
M3.MY,2,Mixture,B,Tested on Mixture,3,2,M3,Y,3,1,0.4,0.666666666666667,X14.Feb,1,14.Feb,M3.MY 2
M3.TX,2,Mixture,T,Tested on Turritus,3,6,M3,X,6,5,1,1,X14.Feb,0,14.Feb,M3.TX 2
M4.BX,2,Mixture,B,Tested on Barbarea,4,14,M4,X,5,6,2.33333333333333,2.8,X14.Feb,6,14.Feb,M4.BX 2
M4.BY,2,Mixture,B,Tested on Barbarea,4,2,M4,Y,6,1,0.333333333333333,0.333333333333333,X14.Feb,0,14.Feb,M4.BY 2
M4.MX,2,Mixture,T,Tested on Mixture,4,32,M4,X,5,12,4.57142857142857,6.4,X14.Feb,6,14.Feb,M4.MX 2
M4.MY,2,Mixture,B,Tested on Mixture,4,4,M4,Y,5,3,0.8,0.8,X14.Feb,3,14.Feb,M4.MY 2
M4.TX,2,Mixture,T,Tested on Turritus,4,15,M4,X,5,3,1.66666666666667,3,X14.Feb,0,14.Feb,M4.TX 2
M4.TY,2,Mixture,T,Tested on Turritus,4,2,M4,Y,6,2,0.333333333333333,0.333333333333333,X14.Feb,0,14.Feb,M4.TY 2
T3.BX,2,Turritus,B,Tested on Barbarea,3,2,T3,X,6,1,0.4,0.333333333333333,X14.Feb,1,14.Feb,T3.BX 2
T3.BY,2,Turritus,B,Tested on Barbarea,3,28,T3,Y,6,10,3.5,4.66666666666667,X14.Feb,10,14.Feb,T3.BY 2
T3.MX,2,Turritus,B,Tested on Mixture,3,17,T3,X,6,7,2.125,2.83333333333333,X14.Feb,7,14.Feb,T3.MX 2
T3.MY,2,Turritus,B,Tested on Mixture,3,5,T3,Y,6,2,0.833333333333333,0.833333333333333,X14.Feb,2,14.Feb,T3.MY 2
T3.TX,2,Turritus,T,Tested on Turritus,3,14,T3,X,6,6,2.33333333333333,2.33333333333333,X14.Feb,3,14.Feb,T3.TX 2
T3.TY,2,Turritus,T,Tested on Turritus,3,10,T3,Y,6,4,1.25,1.66666666666667,X14.Feb,0,14.Feb,T3.TY 2
T4.BX,2,Turritus,B,Tested on Barbarea,4,11,T4,X,6,5,1.83333333333333,1.83333333333333,X14.Feb,5,14.Feb,T4.BX 2
T4.BY,2,Turritus,B,Tested on Barbarea,4,34,T4,Y,6,14,4.85714285714286,5.66666666666667,X14.Feb,8,14.Feb,T4.BY 2
T4.MX,2,Turritus,T,Tested on Mixture,4,15,T4,X,6,6,2.5,2.5,X14.Feb,2,14.Feb,T4.MX 2
T4.MY,2,Turritus,T,Tested on Mixture,4,11,T4,Y,6,10,1.83333333333333,1.83333333333333,X14.Feb,0,14.Feb,T4.MY 2
T4.TX,2,Turritus,T,Tested on Turritus,4,6,T4,X,6,2,0.857142857142857,1,X14.Feb,0,14.Feb,T4.TX 2
T4.TY,2,Turritus,T,Tested on Turritus,4,6,T4,Y,6,3,1,1,X14.Feb,0,14.Feb,T4.TY 2
B3.BX,3,Barbarea,B,Tested on Barbarea,3,11,B3,X,6,5,1.83333333333333,1.83333333333333,X14.Feb,2,14.Feb,B3.BX 3
B3.MX,3,Barbarea,T,Tested on Mixture,3,13,B3,X,6,6,1.85714285714286,2.16666666666667,X14.Feb,0,14.Feb,B3.MX 3
B3.MY,3,Barbarea,B,Tested on Mixture,3,8,B3,Y,6,5,1.6,1.33333333333333,X14.Feb,5,14.Feb,B3.MY 3
B3.TX,3,Barbarea,T,Tested on Turritus,3,9,B3,X,5,3,1.5,1.8,X14.Feb,0,14.Feb,B3.TX 3
B3.TY,3,Barbarea,T,Tested on Turritus,3,7,B3,Y,5,3,1.16666666666667,1.4,X14.Feb,0,14.Feb,B3.TY 3
B4.BX,3,Barbarea,B,Tested on Barbarea,4,21,B4,X,6,15,4.2,3.5,X14.Feb,15,14.Feb,B4.BX 3
B4.BY,3,Barbarea,B,Tested on Barbarea,4,13,B4,Y,6,10,2.6,2.16666666666667,X14.Feb,10,14.Feb,B4.BY 3
B4.MX,3,Barbarea,B,Tested on Mixture,4,17,B4,X,6,8,3.4,2.83333333333333,X14.Feb,8,14.Feb,B4.MX 3
B4.TX,3,Barbarea,T,Tested on Turritus,4,5,B4,X,6,2,0.833333333333333,0.833333333333333,X14.Feb,1,14.Feb,B4.TX 3
B4.TY,3,Barbarea,T,Tested on Turritus,4,8,B4,Y,6,4,1.33333333333333,1.33333333333333,X14.Feb,0,14.Feb,B4.TY 3
M3.BX,3,Mixture,B,Tested on Barbarea,3,19,M3,X,5,10,2.71428571428571,3.8,X14.Feb,10,14.Feb,M3.BX 3
M3.BY,3,Mixture,B,Tested on Barbarea,3,17,M3,Y,6,11,2.83333333333333,2.83333333333333,X14.Feb,11,14.Feb,M3.BY 3
M3.TX,3,Mixture,T,Tested on Turritus,3,3,M3,X,6,1,0.5,0.5,X14.Feb,1,14.Feb,M3.TX 3
M3.TY,3,Mixture,T,Tested on Turritus,3,18,M3,Y,5,10,3,3.6,X14.Feb,0,14.Feb,M3.TY 3
M4.BX,3,Mixture,B,Tested on Barbarea,4,4,M4,X,5,2,0.8,0.8,X14.Feb,1,14.Feb,M4.BX 3
M4.BY,3,Mixture,B,Tested on Barbarea,4,12,M4,Y,6,5,2,2,X14.Feb,5,14.Feb,M4.BY 3
M4.MX,3,Mixture,B,Tested on Mixture,4,13,M4,X,5,6,2.6,2.6,X14.Feb,6,14.Feb,M4.MX 3
M4.MY,3,Mixture,T,Tested on Mixture,4,16,M4,Y,5,5,2.28571428571429,3.2,X14.Feb,0,14.Feb,M4.MY 3
M4.TX,3,Mixture,T,Tested on Turritus,4,7,M4,X,5,3,1.16666666666667,1.4,X14.Feb,1,14.Feb,M4.TX 3
M4.TY,3,Mixture,T,Tested on Turritus,4,24,M4,Y,6,11,3.42857142857143,4,X14.Feb,0,14.Feb,M4.TY 3
T3.BX,3,Turritus,B,Tested on Barbarea,3,2,T3,X,6,2,0.4,0.333333333333333,X14.Feb,0,14.Feb,T3.BX 3
